credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,tasa_outlier,mora_30,max_dias_mora_6m,pct_pagadas_tiempo,n_cuotas_con_mora,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,canal_adquisicion,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,score_externo_nulo,edad_sospechosa,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CR000873,CL00792,2025-04-19,Crédito consumo digital,1250000,24,0.0328,76000,App,900,0.0226,Automática,Activo,0,0,0,1.0,0,38,M,2,Posgrado,Empleado,3360000.0,574.0,App orgánico,False,3,Android,0,0,8,444,1,1,1,0,2,1,1,0.75,0.125,98.875,1.0
CR000874,CL00793,2025-11-05,Crédito consumo digital,2900000,6,0.0352,545000,Aliado,900,0.1359,Automática,Activo,0,0,0,0.8333333333333334,0,39,M,3,Universitario,Empleado,4010000.0,794.0,Call center,True,2,iOS,0,0,13,568,6,1,2,0,3,0,1,0.8461538461538461,0.07692307692307693,173.15384615384616,2.0
CR000875,CL00794,2025-06-11,Crédito consumo digital,3900000,9,0.0335,509000,Aliado,898,0.1018,Automática,Mora severa,0,1,116,0.6666666666666666,2,23,M,2,Técnico/Tecnólogo,Empleado,5000000.0,670.0,Campaña digital,True,0,iOS,0,0,6,555,1,0,0,0,3,0,2,0.6666666666666666,0.0,152.66666666666666,0.0
CR000876,CL00795,2026-02-05,Crédito consumo digital,2150000,24,0.0228,117000,App,843,0.043,Automática,Activo,0,0,0,0.6666666666666666,0,25,M,4,Técnico/Tecnólogo,Empleado,2720000.0,521.0,Campaña digital,True,1,Android,0,0,11,589,5,0,2,0,3,0,1,0.9090909090909091,0.0,161.0909090909091,0.0
CR000877,CL00796,2025-07-07,Crédito consumo digital,1100000,6,0.0321,205000,App,756,0.0798,Automática,Finalizado,0,0,0,1.0,0,47,M,1,Bachiller,Empleado,2950000.0,507.0,Campaña digital,False,0,iOS,0,0,8,256,2,1,0,0,1,0,2,0.5,0.25,157.25,0.0
CR000878,CL00798,2025-02-23,Crédito consumo digital,1300000,18,0.0213,88000,App,900,0.0553,Automática,Activo,0,0,28,0.8333333333333334,1,43,M,2,Posgrado,Independiente,1590000.0,548.0,Call center,False,0,Android,0,0,8,490,1,1,2,0,2,2,0,0.625,0.375,170.375,2.0
CR000879,CL00799,2025-04-17,Crédito consumo digital,750000,6,0.0373,142000,App,876,0.0714,Automática,Finalizado,0,0,0,1.0,0,36,M,4,Bachiller,Pensionado,1990000.0,577.0,Referido,False,0,iOS,0,0,15,686,5,4,1,1,4,0,0,0.7333333333333333,0.2,141.2,0.25
CR000880,CL00799,2025-08-18,Crédito consumo digital,1300000,9,0.0216,161000,App,776,0.0809,Automática,Activo,0,0,0,1.0,0,36,M,4,Bachiller,Pensionado,1990000.0,577.0,Referido,False,0,iOS,0,0,15,686,5,4,1,1,4,0,0,0.7333333333333333,0.2,141.2,0.25
CR000881,CL00801,2025-03-10,Crédito consumo digital,250000,9,0.0388,33000,App,767,0.0413,Automática,Finalizado,0,0,0,1.0,0,45,M,1,Universitario,Pensionado,800000.0,489.0,Campaña digital,True,0,iOS,0,0,15,1016,3,1,4,0,4,0,3,0.8,0.0,194.4,4.0
CR000882,CL00801,2025-10-11,Crédito consumo digital,900000,3,0.0383,323000,App,732,0.4037,Manual,Finalizado,0,0,5,0.3333333333333333,2,45,M,1,Universitario,Pensionado,800000.0,489.0,Campaña digital,True,0,iOS,0,0,15,1016,3,1,4,0,4,0,3,0.8,0.0,194.4,4.0
CR000883,CL00801,2023-09-10,Crédito libre inversión,1650000,6,0.0295,304000,Aliado,744,0.38,Manual,Mora moderada,0,1,35,0.5,3,45,M,1,Universitario,Pensionado,800000.0,489.0,Campaña digital,True,0,iOS,0,0,15,1016,3,1,4,0,4,0,3,0.8,0.0,194.4,4.0
CR000884,CL00802,2025-07-13,Microcrédito,2100000,9,0.0274,266000,Call center,821,0.1209,Automática,Mora severa,0,1,86,0.8333333333333334,1,31,M,2,Bachiller,Empleado,2200000.0,578.0,Campaña digital,False,0,Android,0,0,16,756,4,3,3,1,2,1,2,0.6875,0.125,156.375,1.0
CR000885,CL00802,2023-12-15,Microcrédito,1450000,3,0.0441,527000,Web,748,0.2395,Automática,Finalizado,0,0,27,0.6666666666666666,1,31,M,2,Bachiller,Empleado,2200000.0,578.0,Campaña digital,False,0,Android,0,0,16,756,4,3,3,1,2,1,2,0.6875,0.125,156.375,1.0
CR000886,CL00803,2025-06-20,Crédito libre inversión,850000,3,0.0316,301000,Web,684,0.2467,Automática,Finalizado,0,0,23,0.6666666666666666,1,17,F,3,Bachiller,Pensionado,1220000.0,452.0,Campaña digital,False,2,Android,0,1,9,254,2,1,1,0,2,1,1,0.6666666666666666,0.2222222222222222,132.0,1.0
CR000888,CL00806,2025-03-21,Crédito consumo digital,1250000,9,0.0226,155000,Aliado,900,0.0518,Automática,Finalizado,0,0,27,0.8333333333333334,1,33,F,5,Técnico/Tecnólogo,Independiente,2990000.0,687.0,App orgánico,False,0,Android,0,0,9,673,3,0,3,1,1,0,0,0.8888888888888888,0.0,155.66666666666666,0.0
CR000889,CL00806,2025-10-20,Avance de nómina,1400000,24,0.0258,79000,Call center,900,0.0264,Automática,Activo,0,0,0,1.0,0,33,F,5,Técnico/Tecnólogo,Independiente,2990000.0,687.0,App orgánico,False,0,Android,0,0,9,673,3,0,3,1,1,0,0,0.8888888888888888,0.0,155.66666666666666,0.0
CR000890,CL00807,2024-12-30,Avance de nómina,2250000,18,0.0237,155000,Web,900,0.0341,Automática,Activo,0,0,0,1.0,0,38,M,4,Bachiller,Empleado,4540000.0,588.0,App orgánico,False,0,Android,0,0,14,595,2,2,1,1,4,2,1,0.7857142857142857,0.07142857142857142,154.64285714285714,0.5
CR000892,CL00808,2023-10-28,Microcrédito,3000000,6,0.0334,560000,App,822,0.1497,Automática,Finalizado,0,0,17,0.6666666666666666,2,31,F,3,Técnico/Tecnólogo,Empleado,3740000.0,567.0,Campaña digital,False,0,Android,0,0,13,772,6,2,1,2,1,0,1,0.6153846153846154,0.15384615384615385,133.15384615384616,0.5
CR000893,CL00808,2023-08-24,Crédito consumo digital,3750000,3,0.0256,1315000,App,858,0.3516,Manual,Mora severa,0,1,85,0.3333333333333333,2,31,F,3,Técnico/Tecnólogo,Empleado,3740000.0,567.0,Campaña digital,False,0,Android,0,0,13,772,6,2,1,2,1,0,1,0.6153846153846154,0.15384615384615385,133.15384615384616,0.5
CR000894,CL00809,2023-12-22,Avance de nómina,2200000,6,0.0206,394000,Aliado,900,0.0966,Automática,Finalizado,0,0,0,1.0,0,49,M,3,Bachiller,Empleado,4080000.0,605.0,Referido,False,3,Android,0,0,16,858,6,1,2,0,3,0,1,0.8125,0.125,208.0625,2.0
CR000895,CL00809,2023-12-26,Crédito consumo digital,1650000,6,0.0223,297000,Web,854,0.0728,Automática,Finalizado,0,0,0,1.0,0,49,M,3,Bachiller,Empleado,4080000.0,605.0,Referido,False,3,Android,0,0,16,858,6,1,2,0,3,0,1,0.8125,0.125,208.0625,2.0
CR000896,CL00811,2025-07-09,Crédito libre inversión,10600000,12,0.0214,1011000,Web,862,0.2824,Automática,Mora moderada,0,0,0,1.0,0,34,F,4,Bachiller,Independiente,3580000.0,616.0,Campaña digital,True,2,Android,0,0,10,360,4,1,2,1,1,0,0,0.9,0.0,113.9,2.0
CR000897,CL00812,2025-08-03,Crédito libre inversión,600000,24,0.0337,37000,App,795,0.0285,Automática,Mora moderada,0,1,37,0.6666666666666666,2,82,M,2,Universitario,Independiente,1300000.0,555.0,App orgánico,False,1,Android,0,1,12,359,4,1,0,0,2,1,2,0.8333333333333334,0.0,226.08333333333334,0.0
CR000898,CL00813,2025-10-13,Crédito consumo digital,2250000,6,0.0223,405000,App,900,0.1015,Automática,Mora moderada,0,1,58,0.8333333333333334,1,50,M,3,Universitario,Independiente,3990000.0,698.0,App orgánico,False,1,iOS,0,0,6,156,3,0,0,0,2,1,0,0.8333333333333334,0.16666666666666666,117.33333333333333,0.0
CR000899,CL00814,2025-05-31,Crédito consumo digital,1550000,9,0.0292,198000,App,820,0.1048,Automática,Mora moderada,0,1,32,0.6666666666666666,2,38,M,3,Técnico/Tecnólogo,Comerciante,1890000.0,476.0,App orgánico,True,4,Android,0,0,6,292,2,0,0,1,2,0,0,0.3333333333333333,0.5,199.5,0.0
CR000900,CL00815,2024-11-06,Crédito consumo digital,2150000,6,0.0236,389000,App,897,0.1063,Automática,Finalizado,0,0,0,1.0,0,46,F,3,Posgrado,Independiente,3660000.0,685.0,App orgánico,True,0,Android,0,0,5,888,1,1,0,0,1,1,0,1.0,0.0,111.2,0.0
CR000901,CL00816,2026-02-12,Crédito consumo digital,700000,6,0.0279,128000,App,877,0.0601,Automática,Activo,0,0,0,0.6666666666666666,0,21,M,3,Bachiller,Conductor/Repartidor,2130000.0,616.0,Aliado comercial,False,3,iOS,0,0,10,520,4,0,1,1,2,1,1,0.6,0.2,102.5,0.0
CR000902,CL00817,2025-09-11,Crédito consumo digital,1100000,18,0.0258,77000,App,852,0.0399,Automática,Activo,0,0,15,0.8333333333333334,1,17,F,3,Técnico/Tecnólogo,Empleado,1930000.0,559.0,Referido,False,1,iOS,0,1,15,960,6,2,4,0,1,1,1,0.8666666666666667,0.06666666666666667,165.2,2.0
CR000903,CL00818,2023-10-03,Crédito libre inversión,2050000,12,0.0226,197000,App,803,0.0929,Automática,Mora moderada,0,0,19,0.8333333333333334,1,45,F,3,Posgrado,Independiente,2120000.0,522.0,Referido,False,3,Android,0,0,13,958,4,1,1,1,4,2,0,0.6923076923076923,0.23076923076923078,141.15384615384616,1.0
CR000904,CL00819,2025-10-25,Microcrédito,2200000,9,0.0334,287000,Aliado,807,0.1134,Automática,Activo,0,0,0,1.0,0,37,M,3,Bachiller,Empleado,2530000.0,609.0,Campaña digital,True,0,iOS,0,0,10,495,2,1,3,1,1,1,1,0.8,0.0,161.2,3.0
CR000905,CL00822,2025-07-27,Crédito libre inversión,2200000,6,0.0264,401000,App,900,0.156,Automática,Finalizado,0,0,0,1.0,0,50,M,3,Bachiller,Independiente,2370000.0,625.0,Campaña digital,True,0,Android,0,0,18,888,7,5,2,2,1,0,1,0.7222222222222222,0.1111111111111111,129.66666666666666,0.4
CR000906,CL00822,2025-01-29,Crédito consumo digital,1400000,3,0.0234,489000,App,839,0.1903,Automática,Finalizado,0,0,0,1.0,0,50,M,3,Bachiller,Independiente,2370000.0,625.0,Campaña digital,True,0,Android,0,0,18,888,7,5,2,2,1,0,1,0.7222222222222222,0.1111111111111111,129.66666666666666,0.4
CR000909,CL00825,2025-09-01,Crédito libre inversión,1600000,6,0.0183,284000,Web,816,0.115,Automática,Mora moderada,0,0,30,0.6666666666666666,2,32,F,3,Posgrado,Empleado,2470000.0,514.0,App orgánico,False,0,Android,0,0,7,456,4,1,0,0,0,1,1,0.7142857142857143,0.14285714285714285,208.57142857142858,0.0
CR000911,CL00827,2026-02-08,Crédito consumo digital,4100000,12,0.0332,420000,App,900,0.1029,Automática,Activo,0,0,0,0.6666666666666666,0,52,F,2,Bachiller,Empleado,4080000.0,777.0,Call center,False,2,Android,0,0,18,516,4,2,3,1,4,1,2,0.8333333333333334,0.0,182.16666666666666,1.5
CR000912,CL00828,2024-11-13,Crédito consumo digital,1500000,6,0.12,284000,App,896,0.1048,Automática,Mora severa,1,1,100,0.8333333333333334,1,31,F,4,Universitario,Independiente,2710000.0,494.0,Aliado comercial,False,2,Web,0,0,13,807,6,0,0,0,1,2,4,0.46153846153846156,0.23076923076923078,144.69230769230768,0.0
CR000913,CL00829,2025-09-19,Avance de nómina,250000,9,0.0256,31000,App,780,0.0193,Automática,Activo,0,0,0,1.0,0,32,F,2,Bachiller,Pensionado,1610000.0,451.0,App orgánico,False,2,Android,0,0,24,820,7,3,3,1,6,2,2,0.75,0.125,129.58333333333334,1.0
CR000914,CL00829,2024-06-06,Crédito libre inversión,3000000,6,0.018,532000,Web,619,0.3304,Manual,Mora moderada,0,1,46,0.5,3,32,F,2,Bachiller,Pensionado,1610000.0,451.0,App orgánico,False,2,Android,0,0,24,820,7,3,3,1,6,2,2,0.75,0.125,129.58333333333334,1.0
CR000915,CL00829,2025-02-17,Crédito consumo digital,1200000,3,0.0328,427000,App,740,0.2652,Automática,Finalizado,0,0,4,0.6666666666666666,1,32,F,2,Bachiller,Pensionado,1610000.0,451.0,App orgánico,False,2,Android,0,0,24,820,7,3,3,1,6,2,2,0.75,0.125,129.58333333333334,1.0
CR000916,CL00830,2026-02-01,Crédito consumo digital,750000,9,0.03,96000,Web,780,0.05,Automática,Activo,0,0,0,0.6666666666666666,0,33,M,2,Posgrado,Empleado,1920000.0,376.0,Campaña digital,True,0,iOS,0,0,9,668,2,2,2,0,0,1,1,0.7777777777777778,0.1111111111111111,221.77777777777777,1.0
CR000917,CL00831,2025-07-02,Crédito libre inversión,6000000,9,0.0273,761000,Aliado,898,0.187,Automática,Finalizado,0,0,18,0.8333333333333334,1,23,F,1,Bachiller,Empleado,4070000.0,586.0,App orgánico,False,0,iOS,0,0,12,988,4,4,0,1,1,0,0,0.5833333333333334,0.3333333333333333,213.91666666666666,0.0
CR000918,CL00832,2024-10-19,Crédito consumo digital,3500000,6,0.0211,627000,Web,810,0.2076,Automática,Finalizado,0,0,3,0.8333333333333334,1,27,F,3,Técnico/Tecnólogo,Microempresario,3020000.0,605.0,App orgánico,False,3,Android,0,0,8,816,2,3,0,0,2,0,1,0.625,0.25,145.75,0.0
CR000920,CL00834,2026-02-08,Crédito consumo digital,1650000,12,0.028,164000,Aliado,835,1.8,Automática,Activo,0,0,29,0.0,2,28,M,2,Técnico/Tecnólogo,Independiente,2500000.0,559.0,Referido,False,0,Android,0,0,17,105,4,4,3,2,4,0,0,0.8235294117647058,0.058823529411764705,151.05882352941177,0.75
CR000921,CL00835,2025-07-20,Crédito libre inversión,2150000,18,0.0263,151000,Aliado,890,0.0637,Automática,Mora moderada,0,1,40,0.8333333333333334,1,36,M,3,Sin información,Independiente,2370000.0,576.0,Aliado comercial,False,2,Android,0,0,16,589,6,2,4,0,2,0,2,0.625,0.25,167.375,2.0
CR000922,CL00835,2025-07-08,Microcrédito,1900000,9,0.0282,242000,Aliado,885,0.1021,Automática,Finalizado,0,0,6,0.8333333333333334,1,36,M,3,Sin información,Independiente,2370000.0,576.0,Aliado comercial,False,2,Android,0,0,16,589,6,2,4,0,2,0,2,0.625,0.25,167.375,2.0
CR000923,CL00837,2025-03-07,Microcrédito,2400000,6,0.0427,462000,Web,889,0.211,Automática,Mora moderada,0,1,52,0.8333333333333334,1,52,F,2,Bachiller,Independiente,2190000.0,589.0,App orgánico,False,2,iOS,0,0,12,400,3,3,0,0,4,1,1,0.9166666666666666,0.0,148.66666666666666,0.0
CR000924,CL00838,2024-07-15,Crédito consumo digital,1400000,6,0.0205,250000,Call center,780,0.098,Automática,Mora moderada,0,1,33,0.6666666666666666,2,26,F,2,Bachiller,Conductor/Repartidor,2550000.0,517.0,App orgánico,False,2,Android,0,0,8,744,3,0,0,0,2,2,0,0.875,0.125,157.125,0.0
CR000925,CL00839,2025-01-28,Crédito libre inversión,3450000,6,0.0231,622000,Web,765,0.2603,Automática,Finalizado,0,0,6,0.8333333333333334,1,46,M,4,Sin información,Empleado,2390000.0,610.0,Aliado comercial,True,0,Android,0,0,10,735,2,1,1,0,4,0,2,0.7,0.1,198.3,1.0
CR000926,CL00840,2025-10-08,Avance de nómina,700000,18,0.0257,49000,App,900,0.0196,Automática,Activo,0,0,6,0.8333333333333334,1,34,M,2,Bachiller,Empleado,2500000.0,517.0,Aliado comercial,True,0,Android,0,0,9,265,2,2,0,1,3,0,1,0.7777777777777778,0.0,219.77777777777777,0.0
CR000927,CL00841,2025-10-06,Crédito consumo digital,2550000,6,0.0385,484000,App,900,0.072,Automática,Finalizado,0,0,0,1.0,0,36,F,6,Bachiller,Empleado,6720000.0,841.0,App orgánico,True,0,Android,0,0,7,110,2,0,1,0,1,0,1,0.5714285714285714,0.2857142857142857,173.71428571428572,0.0
CR000928,CL00842,2025-05-13,Crédito consumo digital,800000,12,0.0223,77000,App,881,0.03,Automática,Activo,0,0,0,1.0,0,43,M,4,Técnico/Tecnólogo,Independiente,2370000.0,565.0,App orgánico,False,1,Android,0,0,18,599,7,1,2,0,3,1,3,0.8333333333333334,0.0,205.0,2.0
CR000929,CL00842,2025-08-09,Crédito consumo digital,1400000,9,0.0311,181000,Call center,833,0.0704,Automática,Activo,0,0,0,1.0,0,43,M,4,Técnico/Tecnólogo,Independiente,2370000.0,565.0,App orgánico,False,1,Android,0,0,18,599,7,1,2,0,3,1,3,0.8333333333333334,0.0,205.0,2.0
CR000930,CL00843,2025-10-20,Crédito consumo digital,1150000,3,0.0365,412000,Aliado,715,0.1981,Automática,Finalizado,0,0,0,1.0,0,25,F,2,Sin información,Empleado,2080000.0,528.0,App orgánico,True,0,iOS,0,0,12,354,4,4,0,0,3,0,0,0.8333333333333334,0.16666666666666666,190.08333333333334,0.0
CR000932,CL00846,2026-02-03,Crédito consumo digital,800000,3,0.0366,286000,App,854,0.1799,Automática,Activo,0,0,0,0.6666666666666666,0,41,F,2,Bachiller,Empleado,1590000.0,588.0,Call center,False,1,Android,0,0,5,250,0,1,0,0,1,2,0,1.0,0.0,229.2,0.0
CR000933,CL00847,2025-08-11,Crédito libre inversión,3050000,24,0.032,184000,App,791,0.0716,Automática,Mora severa,0,1,64,0.8333333333333334,1,39,F,2,Técnico/Tecnólogo,Comerciante,2640000.0,553.0,App orgánico,False,4,Android,0,0,11,400,6,1,1,1,1,1,0,0.9090909090909091,0.0,159.36363636363637,1.0
CR000934,CL00848,2025-06-18,Microcrédito,2150000,12,0.029,215000,Call center,874,0.0837,Automática,Mora moderada,0,0,0,1.0,0,61,F,4,Universitario,Empleado,2950000.0,681.0,Referido,False,0,Android,0,0,12,892,4,2,1,0,2,1,2,0.6666666666666666,0.16666666666666666,172.75,0.5
CR000935,CL00848,2025-06-30,Avance de nómina,450000,3,0.0296,159000,App,851,0.0619,Automática,Finalizado,0,0,0,1.0,0,61,F,4,Universitario,Empleado,2950000.0,681.0,Referido,False,0,Android,0,0,12,892,4,2,1,0,2,1,2,0.6666666666666666,0.16666666666666666,172.75,0.5
CR000936,CL00849,2026-01-29,Crédito libre inversión,1200000,3,0.0333,427000,Aliado,835,0.1959,Automática,Finalizado,0,0,6,0.6666666666666666,1,30,M,3,Técnico/Tecnólogo,Independiente,2180000.0,537.0,Referido,False,0,Android,0,0,11,205,1,0,0,0,5,2,3,0.6363636363636364,0.09090909090909091,152.72727272727272,0.0
CR000937,CL00850,2025-05-12,Crédito consumo digital,3450000,6,0.0207,617000,Aliado,804,0.2036,Automática,Finalizado,0,0,25,0.6666666666666666,2,31,F,3,Universitario,Empleado,3030000.0,590.0,Aliado comercial,False,0,Android,0,0,10,146,3,0,3,0,2,0,1,0.6,0.3,207.6,0.0
CR000938,CL00851,2025-06-02,Microcrédito,1550000,6,0.0338,290000,App,826,0.1062,Automática,Mora moderada,0,1,38,0.8333333333333334,1,30,F,2,Sin información,Empleado,2730000.0,513.0,Campaña digital,True,0,Android,0,0,12,973,4,1,1,0,3,0,2,0.75,0.08333333333333333,237.0,1.0
CR000939,CL00852,2025-12-15,Crédito libre inversión,14550000,3,0.0182,5028000,App,900,0.6573,Excepción,Finalizado,0,0,0,1.0,0,30,F,5,Bachiller,Empleado,7650000.0,821.0,Referido,True,0,Android,0,0,12,309,6,3,1,0,1,0,0,0.9166666666666666,0.08333333333333333,243.33333333333334,0.3333333333333333
CR000940,CL00853,2025-07-12,Crédito consumo digital,750000,6,0.0207,134000,App,824,0.0709,Automática,Finalizado,0,0,23,0.6666666666666666,2,30,M,2,Bachiller,Independiente,1890000.0,567.0,App orgánico,True,1,iOS,0,0,12,257,3,2,1,0,2,2,1,0.9166666666666666,0.0,169.08333333333334,0.5
CR000941,CL00854,2025-10-26,Crédito consumo digital,400000,12,0.0208,38000,Call center,834,0.0215,Automática,Activo,0,0,0,1.0,0,48,F,3,Sin información,Pensionado,1770000.0,561.0,Campaña digital,True,2,Android,0,0,8,510,2,0,1,1,2,1,1,0.5,0.25,150.5,0.0
CR000942,CL00855,2025-12-01,Desconocido,1050000,9,0.0274,133000,Web,900,0.0518,Automática,Activo,0,0,0,1.0,0,50,M,6,Bachiller,Empleado,2950000.0,715.0,Aliado comercial,False,0,Web,0,0,9,245,3,2,0,0,4,0,0,0.7777777777777778,0.2222222222222222,152.66666666666666,0.0
CR000943,CL00857,2025-12-18,Microcrédito,1500000,6,0.03,277000,App,716,0.172,Automática,Mora moderada,0,1,35,0.0,4,28,M,3,Sin información,Independiente,1610000.0,496.0,Campaña digital,False,0,Android,0,0,15,124,4,1,1,2,2,1,3,0.6,0.06666666666666667,188.4,1.0
CR000944,CL00859,2025-02-06,Avance de nómina,3750000,6,0.0303,693000,Aliado,900,0.1006,Automática,Finalizado,0,0,0,1.0,0,30,F,4,Bachiller,Empleado,6890000.0,778.0,App orgánico,True,1,Android,0,0,11,470,2,0,3,0,3,0,2,0.7272727272727273,0.09090909090909091,125.54545454545455,0.0
CR000945,CL00861,2024-02-16,Crédito consumo digital,1250000,24,0.0217,67000,Web,578,0.0295,Manual,Mora moderada,0,0,16,0.8333333333333334,1,38,M,3,Bachiller,Pensionado,2270000.0,588.0,App orgánico,False,0,Web,1,0,14,717,9,2,0,0,1,0,2,0.7857142857142857,0.07142857142857142,177.92857142857142,0.0
CR000946,CL00862,2025-12-02,Microcrédito,1700000,6,0.0385,323000,Web,900,0.0907,Automática,Activo,0,0,15,0.8,1,21,M,2,Bachiller,Comerciante,3560000.0,705.0,Referido,False,1,Android,0,0,9,577,2,3,2,0,1,0,0,0.6666666666666666,0.3333333333333333,206.33333333333334,0.6666666666666666
CR000947,CL00863,2024-06-27,Crédito consumo digital,1750000,12,0.0308,177000,App,861,0.0734,Automática,Finalizado,0,0,0,1.0,0,51,F,3,Bachiller,Empleado,2410000.0,674.0,Referido,False,1,iOS,0,0,9,733,1,4,0,1,2,0,1,0.7777777777777778,0.0,227.66666666666666,0.0
CR000950,CL00866,2025-05-01,Crédito consumo digital,1400000,9,0.024,175000,App,873,0.0681,Automática,Finalizado,0,0,2,0.8333333333333334,1,32,M,3,Bachiller,Empleado,2950000.0,594.0,Aliado comercial,False,0,Android,0,0,9,524,4,0,1,0,3,1,0,0.6666666666666666,0.3333333333333333,180.22222222222223,0.0
CR000952,CL00869,2025-08-10,Crédito consumo digital,2400000,18,0.0388,188000,App,805,0.1279,Automática,Mora moderada,0,1,54,0.8333333333333334,1,43,F,2,Bachiller,Independiente,1470000.0,473.0,App orgánico,True,1,Android,0,0,13,263,3,2,1,0,2,3,2,0.7692307692307693,0.07692307692307693,153.30769230769232,0.5
CR000953,CL00870,2025-01-12,Microcrédito,2600000,9,0.0418,353000,App,847,0.1374,Automática,Mora moderada,0,0,12,0.6666666666666666,2,56,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,547.0,App orgánico,True,2,Android,0,0,14,995,3,3,1,0,3,2,2,0.7857142857142857,0.07142857142857142,162.85714285714286,0.3333333333333333
CR000954,CL00870,2024-04-24,Microcrédito,1700000,6,0.045,330000,App,788,0.1284,Automática,Finalizado,0,0,0,1.0,0,56,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,547.0,App orgánico,True,2,Android,0,0,14,995,3,3,1,0,3,2,2,0.7857142857142857,0.07142857142857142,162.85714285714286,0.3333333333333333
CR000955,CL00871,2023-09-19,Crédito libre inversión,3600000,18,0.0325,267000,App,822,0.1658,Automática,Finalizado,0,0,0,1.0,0,34,M,3,Bachiller,Empleado,1610000.0,611.0,Campaña digital,False,1,Android,0,0,15,651,7,2,0,1,2,0,1,0.7333333333333333,0.13333333333333333,179.26666666666668,0.0
CR000956,CL00873,2025-12-14,Crédito consumo digital,2600000,6,0.0313,482000,App,845,0.1535,Automática,Mora severa,0,1,70,0.6,1,22,M,3,Bachiller,Empleado,3140000.0,551.0,Referido,True,0,iOS,0,0,4,266,2,0,1,0,1,0,0,1.0,0.0,138.75,0.0
CR000957,CL00874,2025-05-22,Crédito consumo digital,3700000,6,0.0268,676000,Web,900,0.1653,Automática,Finalizado,0,0,0,1.0,0,29,F,5,Sin información,Microempresario,4090000.0,716.0,Campaña digital,False,1,Android,0,0,7,387,5,1,0,0,1,0,0,0.7142857142857143,0.2857142857142857,176.57142857142858,0.0
CR000958,CL00876,2025-09-04,Avance de nómina,1000000,12,0.0282,99000,App,887,0.0304,Automática,Activo,0,0,0,1.0,0,54,M,3,Universitario,Conductor/Repartidor,3260000.0,605.0,Campaña digital,False,3,Web,0,0,11,335,2,0,3,0,2,1,2,0.8181818181818182,0.0,181.9090909090909,0.0
CR000959,CL00876,2025-10-28,Microcrédito,3950000,18,0.0349,299000,App,876,0.0917,Automática,Activo,0,0,23,0.3333333333333333,4,54,M,3,Universitario,Conductor/Repartidor,3260000.0,605.0,Campaña digital,False,3,Web,0,0,11,335,2,0,3,0,2,1,2,0.8181818181818182,0.0,181.9090909090909,0.0
CR000960,CL00877,2025-11-13,Crédito consumo digital,950000,6,0.0234,172000,App,748,0.1623,Automática,Mora moderada,0,1,55,0.3333333333333333,3,31,F,1,Bachiller,Pensionado,1060000.0,498.0,Campaña digital,False,4,Android,0,0,12,91,5,1,2,0,1,2,0,0.6666666666666666,0.3333333333333333,138.58333333333334,2.0
CR000961,CL00877,2025-07-10,Crédito consumo digital,650000,12,0.0331,67000,App,811,0.0632,Automática,Activo,0,0,0,1.0,0,31,F,1,Bachiller,Pensionado,1060000.0,498.0,Campaña digital,False,4,Android,0,0,12,91,5,1,2,0,1,2,0,0.6666666666666666,0.3333333333333333,138.58333333333334,2.0
